	link	source	type	text
	
𝑑
𝑑
𝑥
[
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]
⋅
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]




	
=
(
2
𝑥
+
5
)
⋅
cos
⁡
(
𝑥
)




	
=
2
𝑥
⋅
cos
⁡
(
𝑥
)
+
5
⋅
cos
⁡
(
𝑥
)
	​

=
dx
d
	​

[(x
2
+5x)⋅sin(x)]
=
dx
d
	​

[x
2
+5x]⋅
dx
d
	​

[sin(x)]
=(2x+5)⋅cos(x)
=2x⋅cos(x)+5⋅cos(x)
	​

Is Jake's work correct? If not, what's his mistake?
Choose 1 answer:
Choose 1 answer:
(Choice A)   Jake's work is correct.
A
Jake's work is correct.
(Choice B)   Jake's work is incorrect. He didn't apply the chain rule correctly.
B
Jake's work is incorrect. He didn't apply the chain rule correctly.
(Choice C)   Jake's work is incorrect. He didn't apply the product rule correctly.
C
Jake's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.
D
Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.

Check
ExplainPROBLEM 1
Jake tried to find the derivative of 
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
(x
2
+5x)⋅sin(x)
left parenthesis, x, squared, plus, 5, x, right parenthesis, dot, sine, left parenthesis, x, right parenthesis
. Here is his work:
	
𝑑
𝑑
𝑥
[
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]
⋅
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]




	
=
(
2
𝑥
+
5
)
⋅
cos
⁡
(
𝑥
)




	
=
2
𝑥
⋅
cos
⁡
(
𝑥
)
+
5
⋅
cos
⁡
(
𝑥
)
	​

=
dx
d
	​

[(x
2
+5x)⋅sin(x)]
=
dx
d
	​

[x
2
+5x]⋅
dx
d
	​

[sin(x)]
=(2x+5)⋅cos(x)
=2x⋅cos(x)+5⋅cos(x)
	​

Is Jake's work correct? If not, what's his mistake?
Choose 1 answer:
Choose 1 answer:
(Choice A)   Jake's work is correct.
A
Jake's work is correct.
(Choice B)   Jake's work is incorrect. He didn't apply the chain rule correctly.
B
Jake's work is incorrect. He didn't apply the chain rule correctly.
(Choice C)   Jake's work is incorrect. He didn't apply the product rule correctly.
C
Jake's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.
D
Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.

Check
ExplainJake tried to find the derivative of 
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
(x
2
+5x)⋅sin(x)
left parenthesis, x, squared, plus, 5, x, right parenthesis, dot, sine, left parenthesis, x, right parenthesis
. Here is his work:Jake tried to find the derivative of 
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
(x
2
+5x)⋅sin(x)
left parenthesis, x, squared, plus, 5, x, right parenthesis, dot, sine, left parenthesis, x, right parenthesis
. Here is his work:𝑑
𝑑
𝑥
[
(
𝑥
2
+
5
𝑥
)
⋅
sin
⁡
(
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]
⋅
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]




	
=
(
2
𝑥
+
5
)
⋅
cos
⁡
(
𝑥
)




	
=
2
𝑥
⋅
cos
⁡
(
𝑥
)
+
5
⋅
cos
⁡
(
𝑥
)
	​

=
dx
d
	​

[(x
2
+5x)⋅sin(x)]
=
dx
d
	​

[x
2
+5x]⋅
dx
d
	​

[sin(x)]
=(2x+5)⋅cos(x)
=2x⋅cos(x)+5⋅cos(x)
	​Is Jake's work correct? If not, what's his mistake?Is Jake's work correct? If not, what's his mistake?Choose 1 answer:
Choose 1 answer:
(Choice A)   Jake's work is correct.
A
Jake's work is correct.
(Choice B)   Jake's work is incorrect. He didn't apply the chain rule correctly.
B
Jake's work is incorrect. He didn't apply the chain rule correctly.
(Choice C)   Jake's work is incorrect. He didn't apply the product rule correctly.
C
Jake's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.
D
Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.Choose 1 answer:
Choose 1 answer:
(Choice A)   Jake's work is correct.
A
Jake's work is correct.
(Choice B)   Jake's work is incorrect. He didn't apply the chain rule correctly.
B
Jake's work is incorrect. He didn't apply the chain rule correctly.
(Choice C)   Jake's work is incorrect. He didn't apply the product rule correctly.
C
Jake's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.
D
Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.Jake's work is correct.Jake's work is correct.Jake's work is correct.Jake's work is correct.Jake's work is incorrect. He didn't apply the chain rule correctly.Jake's work is incorrect. He didn't apply the chain rule correctly.Jake's work is incorrect. He didn't apply the chain rule correctly.Jake's work is incorrect. He didn't apply the chain rule correctly.Jake's work is incorrect. He didn't apply the product rule correctly.Jake's work is incorrect. He didn't apply the product rule correctly.Jake's work is incorrect. He didn't apply the product rule correctly.Jake's work is incorrect. He didn't apply the product rule correctly.Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.Jake's work is incorrect. He didn't differentiate 
sin
⁡
(
𝑥
)
sin(x)
sine, left parenthesis, x, right parenthesis
 correctly.[Show the correct method][Show the correct method]Common mistake: forgetting to apply the product or quotient rulesRemember: Taking the product of the derivatives is not the same as applying the product rule.Remember: Taking the product of the derivatives is not the same as applying the product rule.Similarly, taking the quotient of the derivatives is not the same as applying the quotient rule.Similarly, taking the quotient of the derivatives is not the same as applying the quotient rule.PROBLEM 2
Leon tried to find the derivative of 
sin
⁡
(
𝑥
2
+
5
𝑥
)
sin(x
2
+5x)
sine, left parenthesis, x, squared, plus, 5, x, right parenthesis
. Here is his work:
	
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
⋅
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]
⋅
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
⋅
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]




	
=
cos
⁡
(
𝑥
)
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
(
2
𝑥
+
5
)
	​

=
dx
d
	​

[sin(x
2
+5x)]
=
dx
d
	​

[sin(x)⋅(x
2
+5x)]
=
dx
d
	​

[sin(x)]⋅(x
2
+5x)+sin(x)⋅
dx
d
	​

[x
2
+5x]
=cos(x)(x
2
+5x)+sin(x)(2x+5)
	​

Is Leon's work correct? If not, what's his mistake?
Choose 1 answer:
Choose 1 answer:
(Choice A)   Leon's work is correct.
A
Leon's work is correct.
(Choice B)   Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
B
Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
(Choice C)   Leon's work is incorrect. He didn't apply the product rule correctly.
C
Leon's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.
D
Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.

Check
ExplainPROBLEM 2
Leon tried to find the derivative of 
sin
⁡
(
𝑥
2
+
5
𝑥
)
sin(x
2
+5x)
sine, left parenthesis, x, squared, plus, 5, x, right parenthesis
. Here is his work:
	
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
⋅
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]
⋅
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
⋅
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]




	
=
cos
⁡
(
𝑥
)
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
(
2
𝑥
+
5
)
	​

=
dx
d
	​

[sin(x
2
+5x)]
=
dx
d
	​

[sin(x)⋅(x
2
+5x)]
=
dx
d
	​

[sin(x)]⋅(x
2
+5x)+sin(x)⋅
dx
d
	​

[x
2
+5x]
=cos(x)(x
2
+5x)+sin(x)(2x+5)
	​

Is Leon's work correct? If not, what's his mistake?
Choose 1 answer:
Choose 1 answer:
(Choice A)   Leon's work is correct.
A
Leon's work is correct.
(Choice B)   Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
B
Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
(Choice C)   Leon's work is incorrect. He didn't apply the product rule correctly.
C
Leon's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.
D
Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.

Check
ExplainLeon tried to find the derivative of 
sin
⁡
(
𝑥
2
+
5
𝑥
)
sin(x
2
+5x)
sine, left parenthesis, x, squared, plus, 5, x, right parenthesis
. Here is his work:Leon tried to find the derivative of 
sin
⁡
(
𝑥
2
+
5
𝑥
)
sin(x
2
+5x)
sine, left parenthesis, x, squared, plus, 5, x, right parenthesis
. Here is his work:𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
⋅
(
𝑥
2
+
5
𝑥
)
]




	
=
𝑑
𝑑
𝑥
[
sin
⁡
(
𝑥
)
]
⋅
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
⋅
𝑑
𝑑
𝑥
[
𝑥
2
+
5
𝑥
]




	
=
cos
⁡
(
𝑥
)
(
𝑥
2
+
5
𝑥
)
+
sin
⁡
(
𝑥
)
(
2
𝑥
+
5
)
	​

=
dx
d
	​

[sin(x
2
+5x)]
=
dx
d
	​

[sin(x)⋅(x
2
+5x)]
=
dx
d
	​

[sin(x)]⋅(x
2
+5x)+sin(x)⋅
dx
d
	​

[x
2
+5x]
=cos(x)(x
2
+5x)+sin(x)(2x+5)
	​Is Leon's work correct? If not, what's his mistake?Is Leon's work correct? If not, what's his mistake?Choose 1 answer:
Choose 1 answer:
(Choice A)   Leon's work is correct.
A
Leon's work is correct.
(Choice B)   Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
B
Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
(Choice C)   Leon's work is incorrect. He didn't apply the product rule correctly.
C
Leon's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.
D
Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.Choose 1 answer:
Choose 1 answer:
(Choice A)   Leon's work is correct.
A
Leon's work is correct.
(Choice B)   Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
B
Leon's work is incorrect. He applied the product rule instead of applying the chain rule.
(Choice C)   Leon's work is incorrect. He didn't apply the product rule correctly.
C
Leon's work is incorrect. He didn't apply the product rule correctly.
(Choice D)   Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.
D
Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.Leon's work is correct.Leon's work is correct.Leon's work is correct.Leon's work is correct.Leon's work is incorrect. He applied the product rule instead of applying the chain rule.Leon's work is incorrect. He applied the product rule instead of applying the chain rule.Leon's work is incorrect. He applied the product rule instead of applying the chain rule.Leon's work is incorrect. He applied the product rule instead of applying the chain rule.Leon's work is incorrect. He didn't apply the product rule correctly.Leon's work is incorrect. He didn't apply the product rule correctly.Leon's work is incorrect. He didn't apply the product rule correctly.Leon's work is incorrect. He didn't apply the product rule correctly.Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.Leon's work is incorrect. He didn't differentiate 
𝑥
2
+
5
𝑥
x
2
+5x
x, squared, plus, 5, x
 correctly.[Show the correct method][Show the correct method]Common mistake: Confusing function notation with multiplicationAs we saw in Problem 2, 
sin
⁡
(
𝑥
2
+
5
)
sin(x
2
+5)
start color #11accd, sine, left parenthesis, start color #ca337c, x, squared, plus, 5, end color #ca337c, right parenthesis, end color #11accd
 is a composite function where the outer function is 
sin
⁡
(
𝑥
)
sin(x)
start color #11accd, sine, left parenthesis, x, right parenthesis, end color #11accd
 and the inner function is 
𝑥
2
+
5
x
2
+5
start color #ca337c, x, squared, plus, 5, end color #ca337c
. However, some people are confused by the notation and consider this to be the product 
sin
⁡
(
𝑥
)
(
𝑥
2
+
5
)
sin(x)(x
2
+5)
start color #11accd, sine, left parenthesis, x, right parenthesis, end color #11accd, start color #ca337c, left parenthesis, x, squared, plus, 5, right parenthesis, end color #ca337c
. This is an entirely different function, and differentiating it will result in a wrong derivative.As we saw in Problem 2, 
sin
⁡
(
𝑥
2
+
5
)
sin(x
2
+5)
start color #11accd, sine, left parenthesis, start color #ca337c, x, squared, plus, 5, end color #ca337c, right parenthesis, end color #11accd
 is a composite function where the outer function is 
sin
⁡
(
𝑥
)
sin(x)
start color #11accd, sine, left parenthesis, x, right parenthesis, end color #11accd
 and the inner function is 
𝑥
2
+
5
x
2
+5
start color #ca337c, x, squared, plus, 5, end color #ca337c
. However, some people are confused by the notation and consider this to be the product 
sin
⁡
(
𝑥
)
(
𝑥
2
+
5
)
sin(x)(x
2
+5)
start color #11accd, sine, left parenthesis, x, right parenthesis, end color #11accd, start color #ca337c, left parenthesis, x, squared, plus, 5, right parenthesis, end color #ca337c
. This is an entirely different function, and differentiating it will result in a wrong derivative.We can rewrite functions to make differentiation easier.Let's face it: applying the product, quotient, and chain rules can be a lot of work. The quotient rule is especially demanding. So why would we do all of that work if we don't have to? The following three examples highlight some products and quotients that can be rewritten to make differentiation much easier.Let's face it: applying the product, quotient, and chain rules can be a lot of work. The quotient rule is especially demanding. So why would we do all of that work if we don't have to? The following three examples highlight some products and quotients that can be rewritten to make differentiation much easier.Making expressions more efficient to differentiate isn't just a matter of convenience; The simpler and shorter the differentiation, the smaller the chance that you make a mistake along the way!Making expressions more efficient to differentiate isn't just a matter of convenience; The simpler and shorter the differentiation, the smaller the chance that you make a mistake along the way!Sometimes, we can rewrite a product as a simple polynomial.We could apply the product rule to differentiate 
(
𝑥
+
5
)
(
𝑥
−
3
)
(x+5)(x−3)
left parenthesis, x, plus, 5, right parenthesis, left parenthesis, x, minus, 3, right parenthesis
, but that would be a lot more work than what's needed. Instead, we can just expand the expression to 
𝑥
2
+
2
𝑥
−
15
x
2
+2x−15
x, squared, plus, 2, x, minus, 15
 then apply the power rule to get the derivative: 
2
𝑥
+
2
2x+2
2, x, plus, 2
.We could apply the product rule to differentiate 
(
𝑥
+
5
)
(
𝑥
−
3
)
(x+5)(x−3)
left parenthesis, x, plus, 5, right parenthesis, left parenthesis, x, minus, 3, right parenthesis
, but that would be a lot more work than what's needed. Instead, we can just expand the expression to 
𝑥
2
+
2
𝑥
−
15
x
2
+2x−15
x, squared, plus, 2, x, minus, 15
 then apply the power rule to get the derivative: 
2
𝑥
+
2
2x+2
2, x, plus, 2
.To really drive home the point, just look at how much more work it would have been to use the product rule:To really drive home the point, just look at how much more work it would have been to use the product rule:Product rule	Power rule

	
𝑑
𝑑
𝑥
[
(
𝑥
+
5
)
(
𝑥
−
3
)
]




	
=
𝑑
𝑑
𝑥
[
𝑥
+
5
]
⋅
(
𝑥
−
3
)
+
(
𝑥
+
5
)
⋅
𝑑
𝑑
𝑥
[
𝑥
−
3
]




	
=
(
1
)
(
𝑥
−
3
)
+
(
𝑥
+
5
)
(
1
)




	
=
𝑥
−
3
+
𝑥
+
5




	
=
2
𝑥
+
2
	​

=
dx
d
	​

[(x+5)(x−3)]
=
dx
d
	​

[x+5]⋅(x−3)+(x+5)⋅
dx
d
	​

[x−3]
=(1)(x−3)+(x+5)(1)
=x−3+x+5
=2x+2
	​

	
	
𝑑
𝑑
𝑥
[
(
𝑥
+
5
)
(
𝑥
−
3
)
]




	
=
𝑑
𝑑
𝑥
[
𝑥
2
+
2
𝑥
−
15
]




	
=
2
𝑥
+
2
	​

=
dx
d
	​

[(x+5)(x−3)]
=
dx
d
	​

[x
2
+2x−15]
=2x+2
	​To be clear: both ways are correct, but using the power rule will take you less time, and has better chances of avoiding calculation mistakes along the way.To be clear: both ways are correct, but using the power rule will take you less time, and has better chances of avoiding calculation mistakes along the way.PROBLEM 3
𝑓
(
𝑥
)
=
(
3
−
8
𝑥
)
(
2
𝑥
−
7
)
f(x)=(3−8x)(2x−7)
f, left parenthesis, x, right parenthesis, equals, left parenthesis, 3, minus, 8, x, right parenthesis, left parenthesis, 2, x, minus, 7, right parenthesis
How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
A
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
(Choice B)   
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
B
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
(Choice C)   
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
C
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
(Choice D)   This is not possible.
D
This is not possible.

Check
ExplainPROBLEM 3
𝑓
(
𝑥
)
=
(
3
−
8
𝑥
)
(
2
𝑥
−
7
)
f(x)=(3−8x)(2x−7)
f, left parenthesis, x, right parenthesis, equals, left parenthesis, 3, minus, 8, x, right parenthesis, left parenthesis, 2, x, minus, 7, right parenthesis
How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
A
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
(Choice B)   
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
B
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
(Choice C)   
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
C
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
(Choice D)   This is not possible.
D
This is not possible.

Check
Explain𝑓
(
𝑥
)
=
(
3
−
8
𝑥
)
(
2
𝑥
−
7
)
f(x)=(3−8x)(2x−7)
f, left parenthesis, x, right parenthesis, equals, left parenthesis, 3, minus, 8, x, right parenthesis, left parenthesis, 2, x, minus, 7, right parenthesisHow would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?How would you rewrite 
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
 so it can be differentiated using the power rule?Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
A
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
(Choice B)   
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
B
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
(Choice C)   
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
C
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
(Choice D)   This is not possible.
D
This is not possible.Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
A
−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21
(Choice B)   
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
B
3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis
(Choice C)   
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
C
3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction
(Choice D)   This is not possible.
D
This is not possible.−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 21−
16
𝑥
2
+
62
𝑥
−
21
−16x
2
+62x−21
minus, 16, x, squared, plus, 62, x, minus, 213
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis3
(
2
𝑥
−
7
)
−
8
𝑥
(
2
𝑥
−
7
)
3(2x−7)−8x(2x−7)
3, left parenthesis, 2, x, minus, 7, right parenthesis, minus, 8, x, left parenthesis, 2, x, minus, 7, right parenthesis3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fraction3
−
8
𝑥
(
2
𝑥
−
7
)
−
1
(2x−7)
−1
3−8x
	​

start fraction, 3, minus, 8, x, divided by, left parenthesis, 2, x, minus, 7, right parenthesis, start superscript, minus, 1, end superscript, end fractionThis is not possible.This is not possible.This is not possible.This is not possible.Similarly, some quotient rule problems can be rewritten to use the power ruleWe could apply the quotient rule to find the derivative of 
𝑥
6
−
8
𝑥
3
2
𝑥
2
2x
2
x
6
−8x
3
	​

start fraction, x, start superscript, 6, end superscript, minus, 8, x, cubed, divided by, 2, x, squared, end fraction
. However, it would be easier to divide first, getting 
0.5
𝑥
4
−
4
𝑥
0.5x
4
−4x
0, point, 5, x, start superscript, 4, end superscript, minus, 4, x
, then apply the power rule to get the derivative of 
2
𝑥
3
−
4
2x
3
−4
2, x, cubed, minus, 4
. We just have to remember that the function is undefined for 
𝑥
=
0
x=0
x, equals, 0
, and therefore so is the derviative.We could apply the quotient rule to find the derivative of 
𝑥
6
−
8
𝑥
3
2
𝑥
2
2x
2
x
6
−8x
3
	​

start fraction, x, start superscript, 6, end superscript, minus, 8, x, cubed, divided by, 2, x, squared, end fraction
. However, it would be easier to divide first, getting 
0.5
𝑥
4
−
4
𝑥
0.5x
4
−4x
0, point, 5, x, start superscript, 4, end superscript, minus, 4, x
, then apply the power rule to get the derivative of 
2
𝑥
3
−
4
2x
3
−4
2, x, cubed, minus, 4
. We just have to remember that the function is undefined for 
𝑥
=
0
x=0
x, equals, 0
